"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"04/11/2012","20,840.0","20,830.0","20,875.0","20,790.0","","-0.05%"
"28/10/2012","20,850.0","20,830.0","20,875.0","20,790.0","","0.05%"
"21/10/2012","20,840.0","20,835.0","20,870.0","20,790.0","","-0.02%"
"14/10/2012","20,845.0","20,835.0","20,885.0","20,800.0","","0.00%"
"07/10/2012","20,845.0","20,870.0","20,905.0","20,800.0","","-0.19%"
"30/09/2012","20,885.0","20,860.0","20,905.0","20,820.0","","0.00%"
"23/09/2012","20,885.0","20,845.0","20,885.0","20,810.0","","0.10%"
"16/09/2012","20,865.0","20,840.0","20,885.0","20,790.0","","0.00%"
"09/09/2012","20,865.0","20,830.0","20,865.0","20,790.0","","0.07%"
"02/09/2012","20,850.0","20,840.0","20,900.0","20,790.0","","0.05%"
"26/08/2012","20,840.0","20,830.0","20,920.0","20,790.0","","-0.10%"
"19/08/2012","20,860.0","20,830.0","20,960.0","20,780.0","","-0.02%"
"12/08/2012","20,865.0","20,840.0","20,945.0","20,785.0","","0.00%"
"05/08/2012","20,865.0","20,840.0","20,945.0","20,800.0","","0.00%"
"29/07/2012","20,865.0","20,850.0","20,945.0","20,800.0","","-0.07%"
"22/07/2012","20,880.0","20,830.0","20,900.0","20,800.0","","0.17%"
"15/07/2012","20,845.0","20,850.0","20,887.0","20,800.0","","-0.07%"
"08/07/2012","20,860.0","20,850.0","20,904.0","20,820.0","","-0.12%"
"01/07/2012","20,885.0","20,870.0","20,935.0","20,840.0","","-0.10%"
"24/06/2012","20,905.0","20,880.0","20,955.0","20,800.0","","0.00%"
"17/06/2012","20,905.0","20,935.0","21,005.0","20,830.0","","-0.26%"
"10/06/2012","20,960.0","20,960.0","21,035.0","20,830.0","","-0.12%"
"03/06/2012","20,985.0","20,840.0","21,065.0","20,820.0","","0.58%"
"27/05/2012","20,865.0","20,830.0","20,900.0","20,780.0","","0.02%"
"20/05/2012","20,860.0","20,830.0","20,880.0","20,800.0","","0.05%"
"13/05/2012","20,850.0","20,830.0","20,890.0","20,780.0","","0.02%"
"06/05/2012","20,845.0","20,830.0","20,945.0","20,780.0","","-0.02%"
"29/04/2012","20,850.0","20,830.0","20,960.0","20,800.0","","-0.07%"
"22/04/2012","20,865.0","20,810.0","20,920.0","20,780.0","","0.07%"
"15/04/2012","20,850.0","20,810.0","20,870.0","20,760.0","","0.12%"
"08/04/2012","20,825.0","20,810.0","20,865.0","20,780.0","","-0.02%"
"01/04/2012","20,830.0","20,820.0","20,880.0","20,780.0","","-0.10%"
"25/03/2012","20,850.0","20,820.0","20,928.0","20,770.0","","-0.17%"
"18/03/2012","20,885.0","20,810.0","20,910.0","20,780.0","","0.31%"
"11/03/2012","20,820.0","20,800.0","20,870.0","20,780.0","","-0.05%"
"04/03/2012","20,830.0","20,825.0","20,870.0","20,780.0","","0.00%"
"26/02/2012","20,830.0","20,810.0","20,855.0","20,780.0","","-0.05%"
"19/02/2012","20,840.0","20,865.0","20,895.0","20,770.0","","0.07%"
"12/02/2012","20,825.0","20,800.0","20,915.0","20,770.0","","-0.34%"
"05/02/2012","20,895.0","20,950.0","21,055.0","20,800.0","","-0.38%"
"29/01/2012","20,975.0","20,850.0","21,055.0","20,800.0","","0.36%"
"22/01/2012","20,900.0","20,850.0","20,900.0","20,850.0","","0.14%"
"15/01/2012","20,870.0","21,033.0","21,094.0","20,800.0","","-0.78%"
"08/01/2012","21,033.5","21,033.0","21,037.5","21,000.0","","0.00%"
"01/01/2012","21,033.5","21,034.0","21,037.5","21,000.0","","0.00%"
"25/12/2011","21,033.5","21,030.0","21,037.5","21,000.0","","0.08%"
"18/12/2011","21,016.0","21,016.0","21,025.0","20,990.0","","-0.02%"
"11/12/2011","21,020.5","21,005.0","21,020.5","20,981.0","","0.07%"
"04/12/2011","21,005.5","21,005.0","21,015.5","20,981.0","","0.00%"
"27/11/2011","21,005.5","21,006.0","21,015.5","20,981.0","","0.00%"
"20/11/2011","21,005.5","21,005.0","21,015.5","20,990.0","","0.00%"
"13/11/2011","21,005.5","21,005.0","21,015.5","20,980.0","","-0.02%"
"06/11/2011","21,009.5","21,005.0","21,011.5","20,980.0","","0.01%"
"30/10/2011","21,008.0","21,005.0","21,013.0","20,980.0","","0.40%"
"23/10/2011","20,925.0","20,950.0","21,014.0","20,865.0","","-0.13%"
"16/10/2011","20,953.0","20,900.0","20,955.0","20,800.0","","0.29%"
"09/10/2011","20,893.0","20,855.0","20,895.0","20,775.0","","0.37%"
"02/10/2011","20,817.0","20,830.0","20,875.0","20,750.0","","-0.06%"
"25/09/2011","20,829.5","20,830.0","20,894.5","20,750.0","","-0.33%"
"18/09/2011","20,897.5","20,830.0","20,897.5","20,750.0","","0.31%"
"11/09/2011","20,832.0","20,830.0","20,892.0","20,750.0","","0.07%"
"04/09/2011","20,817.0","20,830.0","20,849.0","20,750.0","","-0.07%"
"28/08/2011","20,832.0","20,830.0","20,834.0","20,750.0","","0.00%"
"21/08/2011","20,832.0","20,820.0","20,834.0","20,724.0","","0.15%"
"14/08/2011","20,800.0","20,800.0","20,830.0","20,724.0","","-0.08%"
"07/08/2011","20,817.0","20,600.0","20,827.0","20,540.0","","1.13%"
"31/07/2011","20,585.0","20,550.0","20,615.0","20,500.0","","-0.05%"
"24/07/2011","20,595.0","20,520.0","20,635.0","20,520.0","","-0.02%"
"17/07/2011","20,600.0","20,550.0","20,650.0","20,510.0","","0.12%"
"10/07/2011","20,575.0","20,570.0","20,625.0","20,500.0","","-0.07%"
"03/07/2011","20,590.0","20,550.0","20,610.0","20,500.0","","0.02%"
"26/06/2011","20,585.0","20,560.0","20,725.0","20,510.0","","0.05%"
"19/06/2011","20,575.0","20,660.0","20,755.0","20,520.0","","-0.84%"
"12/06/2011","20,750.0","20,530.0","20,760.0","20,470.0","","0.97%"
"05/06/2011","20,550.0","20,520.0","20,610.0","20,470.0","","-0.02%"
"29/05/2011","20,555.0","20,520.0","20,635.0","20,470.0","","-0.12%"
"22/05/2011","20,580.0","20,680.0","20,785.0","20,500.0","","-0.82%"
"15/05/2011","20,750.0","20,600.0","20,830.0","20,590.0","","0.68%"
"08/05/2011","20,610.0","20,590.0","20,690.0","20,565.0","","-0.05%"
"01/05/2011","20,620.0","20,600.0","20,695.0","20,550.0","","-0.12%"
"24/04/2011","20,645.0","20,910.0","20,985.0","20,450.0","","-1.05%"
"17/04/2011","20,865.0","20,890.0","20,935.0","20,800.0","","-0.13%"
"10/04/2011","20,892.5","20,910.0","20,942.5","20,800.0","","0.30%"
"03/04/2011","20,830.0","20,900.0","20,940.0","20,800.0","","-0.39%"
"27/03/2011","20,912.5","20,875.0","20,912.5","20,795.0","","0.18%"
"20/03/2011","20,875.0","20,875.0","20,905.0","20,765.0","","0.10%"
"13/03/2011","20,855.0","20,865.0","20,875.0","20,765.0","","-0.08%"
"06/03/2011","20,872.5","20,860.0","20,877.5","20,765.0","","0.18%"
"27/02/2011","20,835.0","20,875.0","20,910.0","20,765.0","","-0.25%"
"20/02/2011","20,887.5","20,830.0","20,892.5","20,785.0","","0.02%"
"13/02/2011","20,882.5","20,900.0","20,912.5","20,800.0","","0.40%"
"06/02/2011","20,800.0","19,495.0","21,000.0","19,450.0","","6.69%"
"30/01/2011","19,495.0","19,490.0","19,500.0","19,490.0","","-0.01%"
"23/01/2011","19,497.5","19,495.0","19,500.5","19,450.0","","0.00%"
"16/01/2011","19,497.5","19,495.0","19,500.5","19,450.0","","0.00%"
"09/01/2011","19,497.5","19,495.0","19,500.5","19,450.0","","-0.01%"
"02/01/2011","19,499.0","19,495.0","19,499.0","19,450.0","","0.01%"
"26/12/2010","19,497.5","19,495.0","19,500.5","19,450.0","","-0.01%"
"19/12/2010","19,499.0","19,495.0","19,499.0","19,450.0","","0.01%"
"12/12/2010","19,497.5","19,495.0","19,500.5","19,450.0","","0.01%"
"05/12/2010","19,495.0","19,495.0","19,503.0","19,450.0","","-0.02%"
"28/11/2010","19,499.0","19,495.0","19,499.0","19,450.0","","0.01%"
"21/11/2010","19,497.5","19,495.0","19,500.5","19,450.0","","0.01%"
"14/11/2010","19,495.0","19,495.0","19,503.0","19,450.0","","0.00%"
"07/11/2010","19,495.0","19,495.0","19,503.0","19,450.0","","0.00%"
"31/10/2010","19,495.0","19,920.0","19,925.0","19,450.0","","0.03%"
"24/10/2010","19,490.0","19,850.0","19,930.0","19,450.0","","0.03%"
"17/10/2010","19,485.0","19,490.0","19,865.0","19,450.0","","-0.07%"
"10/10/2010","19,498.5","19,700.0","19,751.5","19,450.0","","0.01%"
"03/10/2010","19,497.5","19,490.0","19,672.5","19,450.0","","0.04%"
"26/09/2010","19,490.0","19,465.0","19,508.0","19,090.0","","0.00%"
"19/09/2010","19,490.0","19,465.0","19,505.0","19,090.0","","-0.03%"
"12/09/2010","19,495.0","19,465.0","19,500.0","19,090.0","","0.03%"
"05/09/2010","19,490.0","19,465.0","19,500.0","19,090.0","","0.03%"
"29/08/2010","19,485.0","19,475.0","19,505.0","19,090.0","","0.03%"
"22/08/2010","19,480.0","19,470.0","19,510.0","19,090.0","","0.00%"
"15/08/2010","19,480.0","19,220.0","19,510.0","19,050.0","","1.09%"
"08/08/2010","19,270.0","19,080.0","19,270.0","19,000.0","","0.92%"
"01/08/2010","19,095.0","19,200.0","19,205.0","19,000.0","","0.10%"
"25/07/2010","19,075.0","19,090.0","19,123.0","19,000.0","","-0.12%"
"18/07/2010","19,097.5","19,050.0","19,097.5","19,000.0","","0.03%"
"11/07/2010","19,092.5","19,070.0","19,097.5","18,900.0","","-0.01%"
"04/07/2010","19,095.0","19,090.0","19,100.0","18,900.0","","0.09%"
"27/06/2010","19,077.5","19,000.0","19,107.5","18,900.0","","0.43%"
"20/06/2010","18,995.0","18,940.0","19,025.0","18,900.0","","-0.03%"
"13/06/2010","19,000.0","18,950.0","19,075.0","18,900.0","","0.13%"
"06/06/2010","18,975.0","18,970.0","19,005.0","18,875.0","","-0.03%"
"30/05/2010","18,980.0","18,970.0","19,005.0","18,700.0","","-0.05%"
"23/05/2010","18,990.0","18,900.0","19,010.0","18,890.0","","-0.03%"
"16/05/2010","18,995.0","18,970.0","19,035.0","18,850.0","","-0.16%"
"09/05/2010","19,025.0","18,825.0","19,065.0","18,800.0","","0.13%"
"02/05/2010","19,000.0","18,940.0","19,050.0","18,800.0","","0.13%"
"25/04/2010","18,975.0","18,970.0","19,070.0","18,800.0","","-0.03%"
"18/04/2010","18,980.0","18,950.0","19,080.0","18,800.0","","0.03%"
"11/04/2010","18,975.0","19,020.0","19,115.0","18,850.0","","-0.39%"
"04/04/2010","19,050.0","19,050.0","19,140.0","18,800.0","","-0.16%"
"28/03/2010","19,080.0","19,070.0","19,110.0","18,800.0","","-0.03%"
"21/03/2010","19,085.0","19,060.0","19,215.0","18,600.0","","1.03%"
"14/03/2010","18,890.0","19,075.0","19,300.0","18,660.0","","-0.03%"
"07/03/2010","18,895.0","19,050.0","19,295.0","18,660.0","","0.03%"
"28/02/2010","18,890.0","19,080.0","19,300.0","18,600.0","","-0.84%"
"21/02/2010","19,050.0","18,750.0","19,340.0","18,459.0","","1.06%"
"14/02/2010","18,850.0","18,750.0","19,250.0","18,500.0","","-0.26%"
"07/02/2010","18,900.0","18,469.0","19,200.0","18,460.0","","2.31%"
"31/01/2010","18,474.0","18,474.0","18,480.0","18,459.0","","0.00%"
"24/01/2010","18,474.0","18,469.0","18,480.0","18,450.0","","0.00%"
"17/01/2010","18,474.0","18,469.0","18,480.0","17,835.0","","0.02%"
"10/01/2010","18,469.5","18,474.0","18,484.5","18,450.0","","-0.02%"
"03/01/2010","18,474.0","18,469.0","18,482.0","18,450.0","","0.00%"
"27/12/2009","18,474.0","18,469.0","18,482.0","18,450.0","","0.01%"
"20/12/2009","18,472.0","18,474.0","18,484.0","18,450.0","","-0.02%"
"13/12/2009","18,476.5","18,469.0","18,702.5","18,250.0","","0.54%"
"06/12/2009","18,376.5","18,469.0","18,852.5","18,268.0","","-0.02%"
"29/11/2009","18,380.5","19,000.0","19,300.5","18,000.0","","-0.06%"
"22/11/2009","18,391.0","17,873.0","18,600.0","17,600.0","","2.63%"
"15/11/2009","17,920.0","17,869.0","17,975.0","17,820.0","","0.28%"
"08/11/2009","17,869.5","17,859.0","17,873.5","17,820.0","","0.00%"
"01/11/2009","17,870.0","17,851.0","17,916.0","17,820.0","","-0.39%"
"25/10/2009","17,940.0","17,850.0","17,961.0","17,815.0","","0.14%"
"18/10/2009","17,915.0","17,842.0","17,956.0","17,800.0","","0.08%"
"11/10/2009","17,900.0","17,841.0","17,953.0","17,800.0","","0.31%"
"04/10/2009","17,844.0","17,835.0","17,853.0","17,835.0","","0.03%"
"27/09/2009","17,839.0","17,834.0","17,848.0","17,831.0","","0.01%"
"20/09/2009","17,837.0","17,832.0","17,845.0","17,820.0","","0.02%"
"13/09/2009","17,834.0","17,823.0","17,835.0","17,820.0","","0.05%"
"06/09/2009","17,825.5","17,815.0","17,836.5","17,806.0","","0.02%"
"30/08/2009","17,821.5","17,813.0","17,827.5","17,806.0","","0.03%"
"23/08/2009","17,815.5","17,809.0","17,826.5","17,806.0","","0.01%"
"16/08/2009","17,814.0","17,804.0","17,819.0","17,760.0","","0.01%"
"09/08/2009","17,812.5","17,810.0","17,817.5","17,792.0","","0.00%"
"02/08/2009","17,813.0","17,814.0","17,818.0","17,760.0","","0.00%"
"26/07/2009","17,813.5","17,814.0","17,818.5","17,760.0","","0.01%"
"19/07/2009","17,811.5","17,808.0","17,812.5","17,760.0","","0.02%"
"12/07/2009","17,808.5","17,804.0","17,808.5","17,760.0","","0.02%"
"05/07/2009","17,805.5","17,801.0","17,805.5","17,760.0","","0.06%"
"28/06/2009","17,795.5","17,803.0","17,808.5","17,760.0","","-0.03%"
"21/06/2009","17,801.5","17,798.0","17,802.5","17,760.0","","0.01%"
"14/06/2009","17,800.5","17,794.0","17,800.5","17,760.0","","0.04%"
"07/06/2009","17,793.5","17,788.0","17,793.5","17,760.0","","0.02%"
"31/05/2009","17,790.5","17,785.0","17,790.5","17,760.0","","0.09%"
"24/05/2009","17,775.0","17,782.0","17,794.0","17,760.0","","-0.04%"
"17/05/2009","17,782.0","17,780.0","17,784.0","17,750.0","","-0.01%"
"10/05/2009","17,783.0","17,780.0","17,786.0","17,750.0","","0.05%"
"03/05/2009","17,775.0","17,780.0","17,796.0","17,750.0","","-0.04%"
"26/04/2009","17,781.5","17,761.0","17,783.5","17,750.0","","0.05%"
"19/04/2009","17,773.0","17,785.0","17,813.0","17,700.0","","-0.05%"
"12/04/2009","17,782.5","17,783.0","17,787.5","17,690.0","","0.05%"
"05/04/2009","17,773.0","17,740.0","17,798.0","17,700.0","","-0.03%"
"29/03/2009","17,779.0","17,700.0","17,810.0","17,650.0","","-0.06%"
"22/03/2009","17,789.5","17,485.0","17,899.5","17,436.0","","1.73%"
"15/03/2009","17,487.5","17,483.0","17,582.5","17,432.0","","0.03%"
"08/03/2009","17,483.0","17,479.0","17,536.0","17,428.0","","0.01%"
"01/03/2009","17,481.0","17,479.0","17,532.0","17,428.0","","0.00%"
"22/02/2009","17,480.5","17,479.0","17,534.5","17,428.0","","-0.01%"
"15/02/2009","17,481.5","17,489.0","17,526.5","17,430.0","","-0.01%"
"08/02/2009","17,484.0","17,500.0","17,579.0","17,430.0","","0.00%"
"01/02/2009","17,484.5","17,480.0","17,575.5","17,426.0","","0.00%"
"25/01/2009","17,484.5","17,422.0","17,533.5","17,422.0","","0.04%"
"18/01/2009","17,477.0","17,475.0","17,487.0","17,415.0","","-0.01%"
"11/01/2009","17,478.5","17,470.0","17,500.5","17,420.0","","0.01%"
"04/01/2009","17,476.0","17,480.0","17,576.0","17,400.0","","-0.02%"
"28/12/2008","17,479.0","17,400.0","17,543.0","17,370.0","","0.04%"
"21/12/2008","17,472.0","16,889.0","17,520.0","16,889.0","","2.84%"
"14/12/2008","16,989.5","17,000.0","17,050.5","16,926.0","","-0.35%"
"07/12/2008","17,050.0","17,000.0","17,050.0","16,910.0","","0.41%"
"30/11/2008","16,981.0","16,973.0","17,051.0","16,877.0","","0.05%"
"23/11/2008","16,972.0","16,968.0","17,031.0","16,871.0","","0.00%"
"16/11/2008","16,972.0","16,970.0","17,035.0","16,900.0","","-0.09%"
"09/11/2008","16,987.0","16,940.0","17,042.0","16,840.0","","0.14%"
"02/11/2008","16,964.0","16,810.0","17,072.0","16,772.0","","0.38%"
"26/10/2008","16,900.0","16,830.0","16,900.0","16,734.0","","0.37%"
"19/10/2008","16,838.0","16,610.0","16,855.0","16,550.0","","1.43%"
"12/10/2008","16,600.0","16,565.0","16,620.0","16,525.0","","0.12%"
"05/10/2008","16,580.0","16,500.0","16,652.0","16,500.0","","-0.06%"
"28/09/2008","16,590.0","16,570.0","16,660.0","16,510.0","","0.00%"
"21/09/2008","16,590.0","16,680.0","16,745.0","16,520.0","","-0.81%"
"14/09/2008","16,725.0","16,580.0","16,745.0","16,480.0","","0.81%"
"07/09/2008","16,590.0","16,480.0","16,710.0","16,480.0","","0.00%"
"31/08/2008","16,590.0","16,510.0","16,700.0","16,450.0","","0.39%"
"24/08/2008","16,525.0","16,570.0","16,715.0","16,450.0","","-0.39%"
"17/08/2008","16,590.0","16,570.0","16,750.0","16,520.0","","-0.06%"
"10/08/2008","16,600.0","16,440.0","16,665.0","16,400.0","","0.36%"
"03/08/2008","16,540.0","16,740.0","16,760.0","16,520.0","","-1.34%"
"27/07/2008","16,765.0","16,740.0","16,765.0","16,740.0","","-0.06%"
"20/07/2008","16,775.0","16,750.0","16,775.0","16,750.0","","0.00%"
"13/07/2008","16,775.0","16,750.0","16,775.0","16,750.0","","-0.39%"
"06/07/2008","16,841.5","16,840.0","16,841.5","16,840.0","","-0.04%"
"29/06/2008","16,847.5","16,845.0","16,847.5","16,845.0","","0.01%"
"22/06/2008","16,845.0","16,844.0","16,845.0","16,844.0","","1.40%"
"15/06/2008","16,612.0","16,607.0","16,612.0","16,607.0","","0.01%"
"08/06/2008","16,611.0","16,601.0","16,611.0","16,601.0","","2.01%"
"01/06/2008","16,284.0","16,283.0","16,284.0","16,283.0","","0.23%"
"25/05/2008","16,246.0","16,245.0","16,246.0","16,245.0","","0.29%"
"18/05/2008","16,199.0","16,194.0","16,199.0","16,194.0","","0.24%"
"11/05/2008","16,160.5","16,158.0","16,160.5","16,158.0","","0.09%"
"04/05/2008","16,146.0","16,141.0","16,146.0","16,141.0","","0.11%"
"27/04/2008","16,129.0","16,128.0","16,129.0","16,128.0","","0.07%"
"20/04/2008","16,118.5","16,116.0","16,118.5","16,116.0","","0.03%"
"13/04/2008","16,114.0","16,110.0","16,114.0","16,110.0","","-0.01%"
"06/04/2008","16,116.0","16,115.0","16,116.0","16,115.0","","0.01%"
"30/03/2008","16,115.0","16,110.0","16,115.0","16,110.0","","0.00%"
"23/03/2008","16,115.0","16,110.0","16,115.0","16,110.0","","1.85%"
"16/03/2008","15,822.5","15,820.0","15,822.5","15,820.0","","-0.26%"
"09/03/2008","15,863.0","15,858.0","15,863.0","15,858.0","","-0.31%"
"02/03/2008","15,912.5","15,910.0","15,912.5","15,910.0","","-0.11%"
"24/02/2008","15,930.5","15,930.0","15,930.5","15,930.0","","-0.06%"
"17/02/2008","15,940.0","15,935.0","15,940.0","15,935.0","","-0.09%"
"10/02/2008","15,955.0","15,945.0","15,955.0","15,945.0","","-0.03%"
"03/02/2008","15,960.0","15,955.0","15,960.0","15,955.0","","-0.06%"
"27/01/2008","15,970.0","15,965.0","15,970.0","15,965.0","","0.00%"
"20/01/2008","15,970.0","15,960.0","15,970.0","15,960.0","","-0.08%"
"13/01/2008","15,983.0","15,973.0","15,983.0","15,973.0","","0.02%"
"06/01/2008","15,980.0","15,975.0","15,980.0","15,975.0","","-0.03%"
"30/12/2007","15,985.0","15,980.0","15,985.0","15,980.0","","-0.22%"
"23/12/2007","16,020.0","16,015.0","16,020.0","16,015.0","","-0.09%"
"16/12/2007","16,035.0","16,030.0","16,035.0","16,030.0","","-0.03%"
"09/12/2007","16,040.0","16,035.0","16,040.0","16,035.0","","0.03%"
"02/12/2007","16,035.0","16,030.0","16,035.0","16,030.0","","-0.03%"
"25/11/2007","16,040.0","16,035.0","16,040.0","16,035.0","","-0.07%"
"18/11/2007","16,051.5","16,044.0","16,051.5","16,044.0","","-0.09%"
"11/11/2007","16,066.0","16,060.0","16,066.0","16,060.0","","-0.02%"
"04/11/2007","16,070.0","16,062.0","16,070.0","16,062.0","","0.03%"
"28/10/2007","16,065.0","16,060.0","16,065.0","16,060.0","","-0.13%"
"21/10/2007","16,086.0","16,076.0","16,086.0","16,076.0","","0.04%"
"14/10/2007","16,080.0","16,075.0","16,080.0","16,075.0","","0.12%"
"07/10/2007","16,060.0","16,055.0","16,060.0","16,055.0","","-0.11%"
"30/09/2007","16,078.0","16,068.0","16,078.0","16,068.0","","-0.01%"
"23/09/2007","16,080.0","16,075.0","16,080.0","16,075.0","","-0.56%"
"16/09/2007","16,170.0","16,165.0","16,170.0","16,165.0","","-0.37%"
"09/09/2007","16,230.0","16,225.0","16,230.0","16,225.0","","-0.06%"
"02/09/2007","16,240.0","16,235.0","16,240.0","16,235.0","","0.00%"
"26/08/2007","16,240.0","16,235.0","16,240.0","16,235.0","","0.03%"
"19/08/2007","16,235.0","16,225.0","16,235.0","16,225.0","","-0.09%"
"12/08/2007","16,250.0","16,245.0","16,250.0","16,245.0","","0.43%"
"05/08/2007","16,181.0","16,174.0","16,181.0","16,174.0","","0.12%"
"29/07/2007","16,161.0","16,156.0","16,161.0","16,156.0","","0.13%"
"22/07/2007","16,140.0","16,135.0","16,140.0","16,135.0","","0.02%"
"15/07/2007","16,137.0","16,132.0","16,137.0","16,132.0","","0.02%"
"08/07/2007","16,133.0","16,128.0","16,133.0","16,128.0","","0.02%"
"01/07/2007","16,129.5","16,123.0","16,129.5","16,123.0","","-0.01%"
"24/06/2007","16,131.0","16,126.0","16,131.0","16,126.0","","0.07%"
"17/06/2007","16,120.0","16,115.0","16,120.0","16,115.0","","-0.02%"
"10/06/2007","16,122.5","16,115.0","16,122.5","16,115.0","","0.13%"
"03/06/2007","16,101.5","16,098.0","16,101.5","16,098.0","","0.06%"
"27/05/2007","16,092.0","16,085.0","16,092.0","16,085.0","","0.17%"
"20/05/2007","16,064.5","16,057.0","16,064.5","16,057.0","","0.05%"
"13/05/2007","16,057.0","16,049.0","16,057.0","16,049.0","","0.11%"
"06/05/2007","16,039.0","16,036.0","16,039.0","16,036.0","","-0.07%"
"29/04/2007","16,050.0","16,047.0","16,050.0","16,047.0","","-0.02%"
"22/04/2007","16,053.0","16,043.0","16,053.0","16,043.0","","0.05%"
"15/04/2007","16,045.0","16,038.0","16,045.0","16,038.0","","0.01%"
"08/04/2007","16,044.0","16,034.0","16,044.0","16,034.0","","0.11%"
"01/04/2007","16,027.0","16,024.0","16,027.0","16,024.0","","0.07%"
"25/03/2007","16,015.0","16,009.0","16,015.0","16,009.0","","0.02%"
"18/03/2007","16,012.5","16,005.0","16,012.5","16,005.0","","-0.10%"
"11/03/2007","16,029.0","16,024.0","16,029.0","16,024.0","","0.12%"
"04/03/2007","16,010.0","16,005.0","16,010.0","16,005.0","","0.08%"
"25/02/2007","15,998.0","15,996.0","15,998.0","15,996.0","","0.11%"
"18/02/2007","15,981.0","15,976.0","15,981.0","15,976.0","","0.01%"
"11/02/2007","15,980.0","15,975.0","15,980.0","15,975.0","","-0.04%"
"04/02/2007","15,987.0","15,982.0","15,987.0","15,982.0","","-0.39%"
"28/01/2007","16,050.0","16,045.0","16,050.0","16,045.0","","0.03%"
"21/01/2007","16,045.0","16,040.0","16,045.0","16,040.0","","-0.09%"
"14/01/2007","16,060.0","16,055.0","16,060.0","16,055.0","","0.00%"
"07/01/2007","16,060.0","16,055.0","16,060.0","16,055.0","","0.06%"
"31/12/2006","16,050.0","16,045.0","16,050.0","16,045.0","","-0.04%"
"24/12/2006","16,056.0","16,051.0","16,056.0","16,051.0","","-0.03%"
"17/12/2006","16,061.0","16,056.0","16,061.0","16,056.0","","-0.12%"
"10/12/2006","16,080.0","16,075.0","16,080.0","16,075.0","","0.08%"
"03/12/2006","16,067.0","16,062.0","16,067.0","16,062.0","","-0.03%"
"26/11/2006","16,072.0","16,067.0","16,072.0","16,067.0","","-0.07%"
"19/11/2006","16,083.0","16,078.0","16,083.0","16,078.0","","-0.09%"
"12/11/2006","16,098.0","16,093.0","16,098.0","16,093.0","","0.05%"
"05/11/2006","16,090.0","16,085.0","16,090.0","16,085.0","","0.06%"
"29/10/2006","16,081.0","16,076.0","16,081.0","16,076.0","","0.07%"
"22/10/2006","16,070.0","16,065.0","16,070.0","16,065.0","","0.00%"
"15/10/2006","16,070.0","16,065.0","16,070.0","16,065.0","","0.10%"
"08/10/2006","16,054.0","16,049.0","16,054.0","16,049.0","","0.00%"
"01/10/2006","16,054.0","16,053.0","16,054.0","16,053.0","","0.02%"
"24/09/2006","16,050.0","16,045.0","16,050.0","16,045.0","","0.06%"
"17/09/2006","16,040.0","16,035.0","16,040.0","16,035.0","","0.03%"
"10/09/2006","16,035.0","16,034.0","16,035.0","16,034.0","","0.08%"
"03/09/2006","16,022.0","16,017.0","16,022.0","16,017.0","","0.07%"
"27/08/2006","16,010.0","16,005.0","16,010.0","16,005.0","","-0.01%"
"20/08/2006","16,012.0","16,007.0","16,012.0","16,007.0","","0.04%"
"13/08/2006","16,005.0","16,000.0","16,005.0","16,000.0","","0.02%"
"06/08/2006","16,002.0","15,997.0","16,002.0","15,997.0","","-0.02%"
"30/07/2006","16,006.0","16,001.0","16,006.0","16,001.0","","0.01%"
"23/07/2006","16,005.0","16,000.0","16,005.0","16,000.0","","0.05%"
"16/07/2006","15,997.0","15,996.0","15,997.0","15,996.0","","0.03%"
"09/07/2006","15,993.0","15,992.0","15,993.0","15,992.0","","-0.01%"
"02/07/2006","15,995.0","15,994.0","15,995.0","15,994.0","","-0.01%"
"25/06/2006","15,996.0","15,995.0","15,996.0","15,995.0","","-0.01%"
"18/06/2006","15,997.0","15,996.0","15,997.0","15,996.0","","0.09%"
"11/06/2006","15,983.0","15,978.0","15,983.0","15,978.0","","0.04%"
"04/06/2006","15,976.0","15,975.0","15,976.0","15,975.0","","0.06%"
"28/05/2006","15,966.0","15,965.0","15,966.0","15,965.0","","-0.03%"
"21/05/2006","15,971.5","15,969.0","15,971.5","15,969.0","","0.03%"
"14/05/2006","15,967.5","15,965.0","15,967.5","15,965.0","","-0.08%"
"07/05/2006","15,979.5","15,978.0","15,979.5","15,978.0","","0.06%"
"30/04/2006","15,970.0","15,965.0","15,970.0","15,965.0","","0.17%"
"23/04/2006","15,942.5","15,940.0","15,942.5","15,940.0","","0.05%"
"16/04/2006","15,935.0","15,930.0","15,935.0","15,930.0","","0.05%"
"09/04/2006","15,927.0","15,922.0","15,927.0","15,922.0","","-0.01%"
"02/04/2006","15,928.0","15,923.0","15,928.0","15,923.0","","0.02%"
"26/03/2006","15,925.0","15,920.0","15,925.0","15,920.0","","0.03%"
"19/03/2006","15,921.0","15,916.0","15,921.0","15,916.0","","0.06%"
"12/03/2006","15,911.0","15,906.0","15,911.0","15,906.0","","0.01%"
"05/03/2006","15,910.0","15,909.0","15,910.0","15,909.0","","0.01%"
"26/02/2006","15,908.0","15,904.0","15,908.0","15,904.0","","-0.02%"
"19/02/2006","15,910.5","15,908.0","15,910.5","15,908.0","","-0.12%"
"12/02/2006","15,929.0","15,924.0","15,929.0","15,924.0","","0.05%"
"05/02/2006","15,921.5","15,919.0","15,921.5","15,919.0","","-0.05%"
"29/01/2006","15,930.0","15,929.0","15,930.0","15,929.0","","0.08%"
